"prfnmfct","prfnmplc","seatcnt","prfprocnt","prfdtcnt","totnmrs","year_q"
"성북정보도서관","천장산우화극장","80","1","4","30","2019-4"
"Moor Seoul","Moor Seoul","0","1","1","139","2019-4"
"크루즈378 (폐관)","크루즈378 (폐관)","140","1","1","4","2019-4"
"라까사 호텔 [서울]","라까사 호텔 [서울]","30","1","1","8","2019-4"
"서경대학교 문예관","문예홀","439","1","6","364","2019-4"
"메이필드호텔","카라홀","300","1","1","2","2019-4"
"달식당 (Lunar Pub & Music)","달식당 (Lunar Pub & Music)","100","1","1","100","2019-4"
"아르코예술극장","대극장","600","20","33","6760","2019-4"
"아르코예술극장","소극장","110","22","56","3444","2019-4"
"3층 테라스","3층 테라스","0","0","0","0","2019-4"
"1층 로비","1층 로비","0","0","0","0","2019-4"
"스튜디오 다락","스튜디오 다락","0","0","0","0","2019-4"
"대학로예술극장","대극장","504","14","51","8399","2019-4"
"대학로예술극장","소극장","132","10","60","5095","2019-4"
"3관 [폐관]","3관 [폐관]","163","0","0","0","2019-4"
"DDP 동대문디자인플라자","DDP 동대문디자인플라자","0","1","1","577","2019-4"
"후암스테이지","1관 (구. 마라카 3관, 오씨어터)","115","6","44","180","2019-4"
"2관","2관","0","0","0","0","2019-4"
"후암스튜디오(후암아트홀)","후암스튜디오(후암아트홀)","170","1","2","2","2019-4"
"후암씨어터(콘텐츠룸)","후암씨어터(콘텐츠룸)","209","0","138","4404","2019-4"
"타이니앨리스","타이니앨리스","144","0","137","1177","2019-4"
"아스가르드 씨어터(구. 낙산씨어터)","아스가르드 씨어터(구. 낙산씨어터)","100","0","139","1114","2019-4"
"예술의전당","CJ 토월극장","1004","0","45","24681","2020-1"
"예술의전당","리사이틀홀","354","41","41","12856","2020-1"
"예술의전당","콘서트홀","2527","24","24","44193","2020-1"
"예술의전당","자유소극장","241","2","62","9698","2020-1"
"예술의전당","IBK챔버홀","600","35","36","17883","2020-1"
"예술의전당","오페라극장","2283","1","72","79252","2020-1"
"신세계스퀘어 야외무대","신세계스퀘어 야외무대","1000","0","0","0","2020-1"
"인춘아트홀","인춘아트홀","130","0","0","0","2020-1"
"1101어린이라운지","1101어린이라운지","0","0","0","0","2020-1"
"서예박물관 ","서예박물관 ","0","0","0","0","2020-1"
"N스튜디오(국립예술단체공연연습장) 공용1","N스튜디오(국립예술단체공연연습장) 공용1","20","0","0","0","2020-1"
"구. LG아트센터","구. LG아트센터","1103","1","65","27590","2020-1"
"국립극장","하늘극장","627","1","3","1459","2020-1"
"별오름극장","별오름극장","100","0","0","0","2020-1"
"해오름극장","해오름극장","1221","0","0","0","2020-1"
"국립극장","달오름극장","512","3","36","18686","2020-1"
"연습실","연습실","0","0","0","0","2020-1"
"국립중앙박물관 극장 용","국립중앙박물관 극장 용","805","0","66","26584","2020-1"
"국립국악원","예악당","706","2","2","1179","2020-1"
"국립국악원","우면당","231","2","10","1107","2020-1"
"국립국악원","풍류사랑방","130","4","5","705","2020-1"
"연희마당","연희마당","700","0","0","0","2020-1"
"진악당(폐관)","진악당(폐관)","600","0","0","0","2020-1"
"유니버설아트센터","유니버설아트센터","1084","2","62","36229","2020-1"
"디큐브아트센터","디큐브씨어터","1242","0","40","10546","2020-1"
"스페이스 신도림(폐관)","스페이스 신도림(폐관)","500","0","0","0","2020-1"
"샤롯데씨어터","샤롯데씨어터","1230","1","97","75068","2020-1"
"소극장 블루","소극장 블루","218","0","0","0","2020-1"
"충무아트센터","대공연장","1255","0","97","94088","2020-1"
"충무아트센터","중극장 블랙","325","1","92","15537","2020-1"
"컨벤션센터","컨벤션센터","200","0","0","0","2020-1"
"세종문화회관","세종대극장","3022","11","62","60592","2020-1"
"세종문화회관","세종체임버홀","443","51","51","18115","2020-1"
"세종문화회관","세종M씨어터","609","3","73","14584","2020-1"
"세종문화회관","세종S씨어터","300","6","47","6267","2020-1"
"뜨락(야외공간)(폐관)","뜨락(야외공간)(폐관)","0","0","0","0","2020-1"
"세종예술아카데미(스퀘어홀)","세종예술아카데미(스퀘어홀)","94","0","0","0","2020-1"
"세종예술아카데미(서클홀)","세종예술아카데미(서클홀)","50","0","0","0","2020-1"
"세종예술아카데미(오픈스테이지)","세종예술아카데미(오픈스테이지)","100","0","0","0","2020-1"
"강동아트센터","소극장 드림","254","1","23","3054","2020-1"
"대극장 한강","대극장 한강","862","0","0","0","2020-1"
"스튜디오#1","스튜디오#1","100","0","0","0","2020-1"
"스튜디오#3(폐관)","스튜디오#3(폐관)","40","0","0","0","2020-1"
"잔디마당(바람꽃마당)(폐관)","잔디마당(바람꽃마당)(폐관)","2000","0","0","0","2020-1"
"블루스퀘어","신한카드홀(구. 인터파크홀)","1766","2","83","88735","2020-1"
"블루스퀘어","Mastercard Hall(구.아이마켓홀)","1373","6","14","10225","2020-1"
"카오스홀","카오스홀","266","0","0","0","2020-1"
"NEMO","NEMO","0","0","0","0","2020-1"
"소공연장","소공연장","167","0","0","0","2020-1"
"나루아트센터","대공연장","601","0","56","11869","2020-1"
"갤러리(전시실)","갤러리(전시실)","0","0","0","0","2020-1"
"노원문화예술회관","대공연장","608","2","5","561","2020-1"
"소공연장","소공연장","292","0","0","0","2020-1"
"세라믹팔레스홀","세라믹팔레스홀","440","1","1","395","2020-1"
"윤당아트홀","1관","260","0","49","364","2020-1"
"윤당아트홀","2관","150","1","28","129","2020-1"
"백암아트홀","백암아트홀","417","2","106","22431","2020-1"
"한국문화의집 KOUS","한국문화의집 KOUS","234","1","1","30","2020-1"
"롤링홀","롤링홀","200","17","17","3160","2020-1"
"CJ아지트 광흥창","CJ아지트 광흥창","250","4","4","479","2020-1"
"홍대난타극장(구. 뮤직쇼웨딩 전용관)","홍대난타극장(구. 뮤직쇼웨딩 전용관)","323","0","125","13192","2020-1"
"CJ아지트 대학로 (구. SM아트홀)","CJ아지트 대학로 (구. SM아트홀)","190","2","2","245","2020-1"
"한전아트센터","한전아트센터","999","0","48","20011","2020-1"
"더케이아트홀","더케이아트홀","998","1","89","15393","2020-1"
"성미산마을극장 향","성미산마을극장 향","97","1","4","87","2020-1"
"JTN 아트홀(구. 대학로예술마당)","2관","210","0","70","303","2020-1"
"JTN 아트홀(구. 대학로예술마당)","1관","230","0","55","6541","2020-1"
"JTN 아트홀(구. 대학로예술마당)","4관","208","0","75","1004","2020-1"
"JTN 아트홀(구. 대학로예술마당)","3관","208","1","45","350","2020-1"
"2관","2관","155","0","0","0","2020-1"
"한성아트홀(구. 인켈아트홀)","1관","245","1","55","129","2020-1"
"무지개극장","무지개극장","350","0","0","0","2020-1"
"능동 어린이회관","이벤트홀","100","0","10","177","2020-1"
"유니아트센터","유니아트센터","0","0","0","0","2020-1"
"예림당아트홀","예림당아트홀","468","0","18","3036","2020-1"
"코엑스","신한카드 아티움","1004","0","11","315","2020-1"
"코엑스","아트홀","200","0","125","2450","2020-1"
"오디토리움","오디토리움","1080","0","0","0","2020-1"
"코엑스","컨퍼런스룸(남)","450","0","75","9557","2020-1"
"K팝 광장(동문)","K팝 광장(동문)","0","0","0","0","2020-1"
"D홀","D홀","7000","0","0","0","2020-1"
"그랜드볼룸","그랜드볼룸","1800","0","0","0","2020-1"
"Hall C","Hall C","0","0","0","0","2020-1"
"나온씨어터","나온씨어터","95","2","29","188","2020-1"
"암사어린이극장","암사어린이극장","250","1","16","93","2020-1"
"한양레퍼토리씨어터","한양레퍼토리씨어터","0","3","30","813","2020-1"
"경복궁아트홀","경복궁아트홀","180","0","4","10","2020-1"
"4관","4관","347","0","0","0","2020-1"
"6관","6관","174","0","0","0","2020-1"
"1관","1관","292","0","0","0","2020-1"
"2관","2관","327","0","0","0","2020-1"
"경향아트힐","썬앤문전용관","300","0","69","478","2020-1"
"5관","5관","212","0","0","0","2020-1"
"예스24 라이브홀 (구. 악스코리아)","예스24 라이브홀 (구. 악스코리아)","2500","9","10","17656","2020-1"
"하나투어 브이홀","하나투어 브이홀","250","5","4","244","2020-1"
"도봉구민회관","대강당(하모니홀)","552","1","5","388","2020-1"
"소공연장","소공연장","190","0","0","0","2020-1"
"파랑새극장(구. 샘터파랑새극장)","1관","180","1","2","76","2020-1"
"일지아트홀","일지아트홀","240","1","1","112","2020-1"
"미마지아트센터","물빛극장","0","1","10","29","2020-1"
"풀빛극장(오아시스극장)","풀빛극장(오아시스극장)","0","0","0","0","2020-1"
"미마지아트센터","눈빛극장","282","0","31","1003","2020-1"
"삼일로창고극장","삼일로창고극장","50","1","6","41","2020-1"
"미아리고개예술극장(구 미아리예술극장)","미아리고개예술극장(구 미아리예술극장)","90","1","9","256","2020-1"
"KT&G 상상마당 라이브홀 [마포]","KT&G 상상마당 라이브홀 [마포]","185","8","9","1910","2020-1"
"선돌극장","선돌극장","130","4","47","670","2020-1"
"아티스탄홀","아티스탄홀","300","0","137","2202","2020-1"
"KBS홀","KBS홀","1661","2","2","238","2020-1"
"티오엠씨어터(구. 문화공간필링)","1관","335","1","105","16777","2020-1"
"티오엠씨어터(구. 문화공간필링)","2관","249","2","95","5970","2020-1"
"연습실A","연습실A","0","0","0","0","2020-1"
"시네코아 쉐프 전용관(구. 시네코아 비밥 전용관)","시네코아 쉐프 전용관(구. 시네코아 비밥 전용관)","378","0","70","92","2020-1"
"영산아트홀","영산아트홀","598","10","10","1506","2020-1"
"두산아트센터","Space111","0","2","7","752","2020-1"
"두산아트센터","연강홀","622","0","45","17433","2020-1"
"로비","로비","0","0","0","0","2020-1"
"지인시어터(구. 알과핵소극장)","지인시어터(구. 알과핵소극장)","176","5","40","434","2020-1"
"씨어터조이 (구. 마당세실극장)","씨어터조이 (구. 마당세실극장)","80","3","54","475","2020-1"
"봄날아트홀(구. 아리랑소극장)","2관(지하2층)","129","0","137","2483","2020-1"
"봄날아트홀(구. 아리랑소극장)","1관(지하1층)","123","0","65","364","2020-1"
"북촌아트홀","북촌아트홀","140","0","18","258","2020-1"
"열린극장","열린극장","160","2","6","19","2020-1"
"연우소극장","연우소극장","80","5","45","628","2020-1"
"동덕여대공연예술센터","코튼홀","430","0","67","19943","2020-1"
"북촌나래홀","북촌나래홀","160","0","28","221","2020-1"
"꿈의숲아트센터","퍼포먼스홀","283","2","13","2513","2020-1"
"꿈의숲아트센터","콘서트홀","301","4","5","450","2020-1"
"야외 볼프라자","야외 볼프라자","0","0","0","0","2020-1"
"남산골한옥마을","서울남산국악당 크라운해태홀","302","2","4","881","2020-1"
"민씨가옥","민씨가옥","50","0","0","0","2020-1"
"천우각무대","천우각무대","100","0","0","0","2020-1"
"일대","일대","0","0","0","0","2020-1"
"서울남산국악당 야외마당","서울남산국악당 야외마당","0","0","0","0","2020-1"
"체험실","체험실","0","0","0","0","2020-1"
"한국의집","민속극장","146","0","9","2","2020-1"
"중정마당","중정마당","150","0","0","0","2020-1"
"명동난타극장","명동난타극장","386","0","222","23157","2020-1"
"올래홀","올래홀","175","0","60","477","2020-1"
"윈씨어터(구. 대학로갈갈이홀)","윈씨어터(구. 대학로갈갈이홀)","168","1","24","140","2020-1"
"학전","블루소극장","194","2","40","3034","2020-1"
"그린소극장(폐관)","그린소극장(폐관)","180","0","0","0","2020-1"
"파랑씨어터 (구. 도향아트홀, 뮤디스홀)","파랑씨어터 (구. 도향아트홀, 뮤디스홀)","163","0","174","2676","2020-1"
"대학로 마로니에소극장(플레이더씨어터)","대학로 마로니에소극장(플레이더씨어터)","130","0","16","14","2020-1"
"예술극장 나무와물","예술극장 나무와물","154","0","84","784","2020-1"
"대학로단막극장","대학로단막극장","66","0","64","529","2020-1"
"구로아트밸리","예술극장","579","2","3","374","2020-1"
"금나래아트홀","금나래아트홀","552","1","3","446","2020-1"
"대학로 자유극장 (자유문화발전소)","대학로 자유극장 (자유문화발전소)","233","2","85","9869","2020-1"
"강남구민회관","강당","516","1","1","4","2020-1"
"마포아트센터","아트홀맥","733","4","14","4978","2020-1"
"마포아트센터","플레이맥","201","4","4","677","2020-1"
"스튜디오3","스튜디오3","120","0","0","0","2020-1"
"세우아트센터","1관","168","0","71","1644","2020-1"
"세우아트센터","2관","102","0","31","108","2020-1"
"산울림소극장","산울림소극장","100","1","12","105","2020-1"
"틴틴홀","틴틴홀","228","0","367","43948","2020-1"
"흰물결아트센터","화이트홀","475","1","1","4","2020-1"
"아트홀","아트홀","200","0","0","0","2020-1"
"흰물결아트센터","예술극장","300","1","1","2","2020-1"
"피카소소극장","1관","109","3","25","140","2020-1"
"대학로아트원씨어터","1관","365","1","50","10978","2020-1"
"대학로아트원씨어터","2관","250","1","99","14496","2020-1"
"대학로아트원씨어터","3관","158","3","72","2892","2020-1"
"강동어린이회관","아이누리홀","162","1","40","180","2020-1"
"콘텐츠박스(구. 르메이에르 씨어터)","콘텐츠박스(구. 르메이에르 씨어터)","197","0","238","10113","2020-1"
"엠팟홀 (구. 삼익아트홀)","엠팟홀 (구. 삼익아트홀)","150","2","8","74","2020-1"
"옥상정원 (8층)","옥상정원 (8층)","0","0","0","0","2020-1"
"신한pLay 스퀘어 (구. 신한카드 판스퀘어)","라이브홀","424","0","67","21908","2020-1"
"신한pLay 스퀘어 (구. 신한카드 판스퀘어)","드림홀","299","0","94","11933","2020-1"
"하람홀","하람홀","189","0","0","0","2020-1"
"다온홀","다온홀","318","0","0","0","2020-1"
"명보아트홀","가온홀","333","0","54","275","2020-1"
"명보아트홀","라온홀","334","0","70","728","2020-1"
"와일드와일드 전용관","와일드와일드 전용관","294","0","0","0","2020-1"
"소극장 혜화당(구. 까망소극장)","소극장 혜화당(구. 까망소극장)","105","3","36","202","2020-1"
"동양예술극장(구. 아트센터K)","1관(네모극장)","221","0","74","8929","2020-1"
"동양예술극장(구. 아트센터K)","3관(세모극장)","162","2","20","635","2020-1"
"동양예술극장(구. 아트센터K)","2관(동그라미극장)","200","6","40","3620","2020-1"
"대학로 스카이씨어터","대학로 스카이씨어터 1관","160","0","5","455","2020-1"
"대학로 스카이씨어터","대학로 스카이씨어터 2관(5층 구 JK아트홀)","140","1","2","2","2020-1"
"아름다운극장","아름다운극장","100","2","22","191","2020-1"
"예술공간 혜화","예술공간 혜화","100","2","21","112","2020-1"
"내유외강씨어터(구. 익스트림씨어터 1관)","내유외강씨어터(구. 익스트림씨어터 1관)","177","0","131","4769","2020-1"
"댕로홀","댕로홀","83","1","180","1739","2020-1"
"라이프 씨어터","라이프 씨어터","136","0","40","1289","2020-1"
"맛있는 극장","맛있는 극장","90","0","116","1007","2020-1"
"한국방송회관 코바코홀 (구. 브로드홀)","한국방송회관 코바코홀 (구. 브로드홀)","290","2","37","1141","2020-1"
"삼형제극장(환상극장)","삼형제극장(환상극장)","130","0","86","526","2020-1"
"스튜디오76(구 이랑씨어터)","스튜디오76(구 이랑씨어터)","210","1","15","44","2020-1"
"연극실험실 혜화동1번지","연극실험실 혜화동1번지","70","3","19","181","2020-1"
"R&J씨어터(구. 연진아트홀)","R&J씨어터(구. 연진아트홀)","130","2","14","69","2020-1"
"지즐소극장","지즐소극장","84","1","7","19","2020-1"
"정극장 (구. M시어터, 구.하모니아트홀)","정극장 (구. M시어터, 구.하모니아트홀)","120","1","256","5458","2020-1"
"성수아트홀(성수문화복지회관)","성수아트홀(성수문화복지회관)","350","2","8","188","2020-1"
"바탕골소극장","바탕골소극장","192","0","225","15950","2020-1"
"브릭스씨어터 (구. 콘텐츠 그라운드 구. 브로드웨이아트홀 [3관])","브릭스씨어터 (구. 콘텐츠 그라운드 구. 브로드웨이아트홀 [3관])","202","2","51","6329","2020-1"
"동숭무대소극장","동숭무대소극장","120","6","46","148","2020-1"
"KT체임버홀","KT체임버홀","403","1","6","277","2020-1"
"명작극장 (구 아츠플레이씨어터)","명작극장 (구 아츠플레이씨어터)","173","0","12","143","2020-1"
"명작극장 (구 아츠플레이씨어터)","명작극장(구. 명작극장 2관)","203","0","4","8","2020-1"
"컬쳐씨어터(구. 휴먼시어터)","컬쳐씨어터(구. 휴먼시어터)","120","1","265","8879","2020-1"
"홍익대 대학로 아트센터","대극장","702","1","93","30385","2020-1"
"홍익대 대학로 아트센터","소극장","150","0","24","1205","2020-1"
"공간아울","공간아울","172","0","84","1188","2020-1"
"예그린씨어터","예그린씨어터","202","2","62","4055","2020-1"
"서강대 메리홀","대극장","428","3","14","353","2020-1"
"서강대 메리홀","소극장","100","1","10","247","2020-1"
"드림시어터 [대학로]","드림시어터 [대학로]","125","2","27","101","2020-1"
"서연아트홀(구. 인아소극장)","서연아트홀(구. 인아소극장)","154","0","235","4716","2020-1"
"플렉스라운지 (구. 스테이라운지, 인디팍)","플렉스라운지 (구. 스테이라운지, 인디팍)","150","8","20","2382","2020-1"
"극장 동국","극장 동국","84","1","7","88","2020-1"
"순위아트홀1관 [대학로]","순위아트홀1관 [대학로]","221","0","487","25516","2020-1"
"대학로 위로홀(구. 몬스터홀)","대학로 위로홀(구. 몬스터홀)","123","0","1","0","2020-1"
"하마씨어터(구. 가든씨어터)","하마씨어터(구. 가든씨어터)","190","2","47","562","2020-1"
"유니플렉스","1관(대극장)","600","1","87","23889","2020-1"
"유니플렉스","2관(중극장)","300","1","90","10993","2020-1"
"유니플렉스","3관(소극장)","200","0","106","2985","2020-1"
"예스24 스테이지(구. DCF대명문화공장)","1관","406","1","93","19738","2020-1"
"예스24 스테이지(구. DCF대명문화공장)","2관","301","1","98","15793","2020-1"
"예스24 스테이지(구. DCF대명문화공장)","3관(구. 수현재씨어터)","255","1","86","10441","2020-1"
"굿씨어터","굿씨어터","369","1","52","1721","2020-1"
"올림픽공원","KSPO DOME(체조경기장)","15000","1","1","8599","2020-1"
"올림픽공원","SK핸드볼경기장(펜싱경기장)","5003","2","6","20547","2020-1"
"올림픽공원","올림픽홀","2432","6","9","22625","2020-1"
"올림픽공원","뮤즈라이브","237","1","1","8","2020-1"
"올림픽공원","우리금융아트홀(역도경기장)","1184","1","8","4703","2020-1"
"올림픽공원","K-아트홀","500","1","3","683","2020-1"
"야외(88잔디마당)","야외(88잔디마당)","10000","0","0","0","2020-1"
"야외(수변무대)","야외(수변무대)","1000","0","0","0","2020-1"
"벨로드롬(경륜경기장)","벨로드롬(경륜경기장)","6000","0","0","0","2020-1"
"평화광장","평화광장","0","0","0","0","2020-1"
"일대","일대","0","0","0","0","2020-1"
"해오름 예술극장","해오름 예술극장","170","4","40","2189","2020-1"
"이화여고 100주년 기념관","이화여고 100주년 기념관","433","1","4","145","2020-1"
"소극장공유(구. 키작은소나무극장)","소극장공유(구. 키작은소나무극장)","80","1","2","3","2020-1"
"페인터즈 히어로 종로전용관(서울극장)","페인터즈히어로 전용관","488","0","50","207","2020-1"
"노을소극장","노을소극장","80","1","18","124","2020-1"
"경희대학교 평화의전당","경희대학교 평화의전당","4500","3","4","7920","2020-1"
"시온아트홀 (구. JK아트홀, 샘아트홀)","시온아트홀(구. JK아트홀, 샘아트홀)","134","0","45","2228","2020-1"
"해피씨어터","해피씨어터","250","1","97","1163","2020-1"
"극장 봄 (봄소극장)","극장 봄","55","1","1","1","2020-1"
"광림아트센터","장천홀","613","3","3","587","2020-1"
"광림아트센터","BBCH홀","1026","0","31","13366","2020-1"
"아루또소극장(구. 소담소극장, 구. 코메디컬센터)","아루또소극장(구. 소담소극장, 구. 코메디컬센터)","97","0","169","2455","2020-1"
"옵신 스페이스(구. 서촌공간 서로)","옵신 스페이스(구. 서촌공간 서로)","70","1","12","87","2020-1"
"SH아트홀","SH아트홀","262","2","19","373","2020-1"
"문래예술공장","박스씨어터","100","1","3","25","2020-1"
"갤러리M30","갤러리M30","80","0","0","0","2020-1"
"대학로 극장가게 (구. 문씨어터, 지구인씨어터)","대학로 극장가게 (구. 문씨어터, 지구인씨어터)","204","0","71","3121","2020-1"
"성신여자대학교 운정그린캠퍼스 대강당","성신여자대학교 운정그린캠퍼스 대강당","738","1","2","481","2020-1"
"SCC홀(구. DS홀, 서울바로크챔버홀)","SCC홀(구. DS홀, 서울바로크챔버홀)","200","1","1","14","2020-1"
"페리지홀","페리지홀","202","2","2","22","2020-1"
"코델아트홀","코델아트홀","120","2","9","102","2020-1"
"한국콘텐츠진흥원 CKL스테이지","한국콘텐츠진흥원 CKL스테이지","190","1","1","169","2020-1"
"해바라기소극장(구. 훈아트홀)","해바라기소극장(구. 훈아트홀)","61","0","86","282","2020-1"
"종로아이들극장","종로아이들극장","281","4","16","2922","2020-1"
"대학로 두레홀 3관","대학로 두레홀 3관","220","0","82","575","2020-1"
"서울돈화문국악당","서울돈화문국악당","140","15","27","1789","2020-1"
"호은아트홀(구 키득키득아트홀)","호은아트홀(구 키득키득아트홀)","200","0","98","3004","2020-1"
"탑아트홀","탑아트홀","101","0","48","111","2020-1"
"플러스씨어터(구. 컬처스페이스 엔유 구. 쁘티첼 씨어터)","플러스씨어터(구. 컬처스페이스 엔유 구. 쁘티첼 씨어터)","359","0","247","13579","2020-1"
"상상나라극장","상상나라극장","212","4","36","213","2020-1"
"국민대학교 예술대학","대극장","400","1","2","17","2020-1"
"롯데콘서트홀","롯데콘서트홀","2036","20","22","12825","2020-1"
"대학로 드림아트센터","1관","352","1","66","7515","2020-1"
"대학로 드림아트센터","2관 더블케이씨어터","210","1","79","4483","2020-1"
"3관 나몰라홀","3관 나몰라홀","210","0","0","0","2020-1"
"대학로 드림아트센터","4관","208","0","194","28078","2020-1"
"여행자극장","여행자극장","100","3","20","70","2020-1"
"큐씨어터(구. 수상한흥신소전용관)","큐씨어터(구. 수상한흥신소전용관)","250","0","202","11926","2020-1"
"공간 222","공간 222","33","1","2","4","2020-1"
"정태호소극장 comedy maker","정태호소극장 comedy maker","100","0","41","923","2020-1"
"금호아트홀 연세","금호아트홀 연세","390","52","52","1575","2020-1"
"레미어린이극장 [금천]","레미어린이극장 [금천]","194","1","21","113","2020-1"
"스트라디움 스튜디오","스트라디움 스튜디오","50","0","2","13","2020-1"
"마리아칼라스홀","마리아칼라스홀","51","2","2","50","2020-1"
"JCC 아트센터","콘서트홀","175","1","1","162","2020-1"
"4전시장","4전시장","0","0","0","0","2020-1"
"JCC 아트센터","오디토리움","0","2","6","549","2020-1"
"크리에이티브 스튜디오","크리에이티브 스튜디오","0","0","0","0","2020-1"
"아트포레스트 아트홀","1관","212","0","251","15972","2020-1"
"아트포레스트 아트홀","2관","155","0","144","4588","2020-1"
"야마하아티스트서비스서울","야마하아티스트서비스서울","100","1","1","3","2020-1"
"라이트씨어터","라이트씨어터","30","0","2","63","2020-1"
"웨스트브릿지 라이브홀","웨스트브릿지 라이브홀","150","5","6","936","2020-1"
"세븐파이프홀","세븐파이프홀","71","0","42","136","2020-1"
"서울마포음악창작소(구.뮤지스땅스)","라이브홀","50","1","1","34","2020-1"
"일신홀","일신홀","189","2","2","24","2020-1"
"창작플랫폼 경험과 상상","창작플랫폼 경험과 상상","50","1","4","199","2020-1"
"창조소극장 (구. 민아트홀)","창조소극장 (구. 민아트홀)","100","0","3","23","2020-1"
"현대백화점 문화홀 [미아]","현대백화점 문화홀 [미아]","480","2","9","1248","2020-1"
"홍대 김대범소극장 (폐관)","홍대 김대범소극장 (폐관)","96","0","103","282","2020-1"
"뜻밖의 극장(구. 해우소소극장)","뜻밖의 극장(구. 해우소소극장)","65","4","38","149","2020-1"
"민송아트홀 (구. 브로드웨이아트홀)","1관","272","0","211","21933","2020-1"
"2관","2관","194","0","0","0","2020-1"
"상명아트센터","계당홀","1464","1","2","1944","2020-1"
"상명아트센터","대신홀","317","1","2","606","2020-1"
"소셜베뉴 라움","마제스틱볼룸","828","2","5","18","2020-1"
"체임버홀","체임버홀","384","0","0","0","2020-1"
"그라스가든","그라스가든","350","0","0","0","2020-1"
"이수아트홀 [대학로] (폐관)","이수아트홀 [대학로] (폐관)","204","0","50","193","2020-1"
"꼬스트홀","꼬스트홀","450","0","0","0","2020-1"
"명동대성당","파밀리아 채플","200","1","1","106","2020-1"
"대성전","대성전","0","0","0","0","2020-1"
"플랫폼-엘 컨템포러리 아트센터","플랫폼 라이브","172","1","2","20","2020-1"
"얼라이브홀(구. 크랙홀)","얼라이브홀(구. 크랙홀)","130","2","2","65","2020-1"
"한국예술종합학교 [서초]","이강숙홀(구. 크누아홀)","368","1","1","40","2020-1"
"연세대학교 백주년기념관","연세대학교 백주년기념관","829","3","4","1034","2020-1"
"이화여자대학교 삼성홀","이화여자대학교 삼성홀","708","1","77","22795","2020-1"
"에이치씨어터","익스트림씨어터 2관","180","0","132","1240","2020-1"
"익스트림씨어터 3관","익스트림씨어터 3관","130","0","72","1686","2020-1"
"KOCCA콘텐츠문화광장","스테이지66","193","2","20","283","2020-1"
"북극곰소극장(구.아뮤스소극장)","북극곰소극장(구.아뮤스소극장)","37","0","48","204","2020-1"
"마루아트홀","마루아트홀","118","0","180","4723","2020-1"
"원패스아트홀","원패스아트홀","200","1","55","443","2020-1"
"장충체육관","장충체육관","4507","2","2","2736","2020-1"
"현대카드 언더스테이지","스튜디오","350","4","15","618","2020-1"
"현대카드 언더스테이지","Vinyl ＆ Plastic(뮤직라이브러리)","25","1","1","48","2020-1"
"SAC 아트홀","SAC 아트홀","295","2","2","130","2020-1"
"FB빅탑시어터","FB빅탑시어터","500","0","0","0","2020-1"
"잠실종합운동장","실내체육관","11032","2","3","16249","2020-1"
"특설링","특설링","0","0","0","0","2020-1"
"보조경기장","보조경기장","1782","0","0","0","2020-1"
"주경기장","주경기장","65599","0","0","0","2020-1"
"로열씨어터","로열씨어터","500","0","0","0","2020-1"
"서문주차장","서문주차장","0","0","0","0","2020-1"
"빅탑","빅탑","2400","0","0","0","2020-1"
"베짱이홀","베짱이홀","200","4","7","207","2020-1"
"대원 팝콘D 스퀘어","대원 콘텐츠 라이브","196","2","30","2938","2020-1"
"VERY(베리컴퍼니)","2관","135","1","28","104","2020-1"
"1관","1관","135","0","0","0","2020-1"
"오류아트홀","오류아트홀","365","1","2","8","2020-1"
"연희예술극장","연희예술극장","115","3","13","923","2020-1"
"JS아트홀 (구. 고스트씨어터 구.다소니씨어터)","JS아트홀 (구. 고스트씨어터 구.다소니씨어터)","194","0","46","785","2020-1"
"신영체임버홀","신영체임버홀","64","4","4","320","2020-1"
"서경대학교 공연예술센터","스콘2관","264","1","82","10484","2020-1"
"서경대학교 공연예술센터","스콘1관","352","1","76","9704","2020-1"
"코쿤홀","코쿤홀","80","1","1","26","2020-1"
"달밤엔씨어터","달밤엔씨어터","111","1","96","938","2020-1"
"JDB스퀘어","JDB스퀘어","120","0","63","520","2020-1"
"고척스카이돔","고척스카이돔","16783","3","6","32631","2020-1"
"무브홀","무브홀","400","6","7","2515","2020-1"
"종로예술극장","종로예술극장","22","1","33","172","2020-1"
"2001 아울렛키즈홀 [구로]","2001 아울렛키즈홀 [구로]","100","4","45","619","2020-1"
"톤스튜디오 서울","A ROOM","39","1","1","50","2020-1"
"슈피겐홀","슈피겐홀","200","1","2","314","2020-1"
"더 서울라이티움 (갤러리아포레)","G층 전용관","800","0","14","36","2020-1"
"더페이지 갤러리","더페이지 갤러리","0","0","0","0","2020-1"
"D:BASE (디:베이스)","D:BASE (디:베이스)","212","0","66","3703","2020-1"
"우란2경","우란2경","120","1","3","84","2020-1"
"리허설룸","리허설룸","0","0","0","0","2020-1"
"벨로주 [망원]","벨로주 [망원]","65","1","1","74","2020-1"
"폼텍웍스홀","폼텍웍스홀","100","5","10","654","2020-1"
"구름아래소극장","구름아래소극장","200","3","22","1550","2020-1"
"벨로주 [홍대] (구. 왓에버)","벨로주 [홍대] (구. 왓에버)","123","5","9","855","2020-1"
"살롱 문보우","살롱 문보우","74","5","5","113","2020-1"
"호텔수선화","호텔수선화","0","1","1","33","2020-1"
"쌀롱드무지끄","쌀롱드무지끄","20","3","3","62","2020-1"
"작은극장 어린","작은극장 어린","65","1","3","71","2020-1"
